id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1451183517128282127,1450936415936827392,2021-10-21 19:18:06 India Standard Time,2021-10-21,19:18:06,+0530,917926614,tomashpoint,Tom Gioia,,@GuyAdami I bought more IBM. Its the Mets in stock form,en,[],[],[],0,0,0,[],[],https://twitter.com/TomAshPoint/status/1451183517128282127,False,,0,,,,,,,,"[{'screen_name': 'GuyAdami', 'name': 'Guy Adami', 'id': '39264827'}]",,,,
1451183221622910976,1451183221622910976,2021-10-21 19:16:56 India Standard Time,2021-10-21,19:16:56,+0530,3016268951,becker_sbecker,Scott Becker,,The Scott Becker Private Equity &amp; Business Podcast. Listen here:  https://t.co/Yw3mJ7WiHF In this episode Scott discusses: 1. Stock futures point slightly down today. 2. Tesla reports record profits and revenues. 3. IBM revenues rose in the 3rd quarter to $17.62 billion. #news  https://t.co/29LdnzNxIQ,en,[],['https://beckergroupbusinessleadership.com/private-equity-and-business-update-10-21-21-1/'],['https://pbs.twimg.com/media/FCOjcK1UUAQAZFI.jpg'],0,0,0,['news'],[],https://twitter.com/becker_sbecker/status/1451183221622910976,False,,1,https://pbs.twimg.com/media/FCOjcK1UUAQAZFI.jpg,,,,,,,[],,,,
1451180005074026498,1451180005074026498,2021-10-21 19:04:09 India Standard Time,2021-10-21,19:04:09,+0530,232350657,teamhonzilla,HONZILLA,,IBM stock selloff would cut the Dow's price by about 50 points - MarketWatch $IBM  https://t.co/kuWcTpiS9m,en,[],['https://www.marketwatch.com/story/ibm-stock-selloff-would-cut-the-dows-price-by-about-50-points-2021-10-21'],[],0,0,0,[],['ibm'],https://twitter.com/TEAMHONZILLA/status/1451180005074026498,False,,0,,,,,,,,[],,,,
1451179255014965250,1451179255014965250,2021-10-21 19:01:10 India Standard Time,2021-10-21,19:01:10,+0530,1214021557367926784,dailycandlestix,Candlestick_stats,,Stock gaps: $IBM -5.91% $LRCX -3.64%,fi,[],[],[],1,0,0,[],"['ibm', 'lrcx']",https://twitter.com/dailycandlestix/status/1451179255014965250,False,,0,,,,,,,,[],,,,
1451178963053658114,1451178963053658114,2021-10-21 19:00:01 India Standard Time,2021-10-21,19:00:01,+0530,56413858,foxbusiness,FOX Business,,"Stock futures slip as Tesla, IBM earnings weigh  https://t.co/uVtgustR6a",en,[],['https://www.foxbusiness.com/markets/stock-tesla-ibm-earnings-oil-gold-europe-asia'],[],0,2,4,[],[],https://twitter.com/FoxBusiness/status/1451178963053658114,False,,0,,,,,,,,[],,,,
1451178922977239041,1450769067988725762,2021-10-21 18:59:51 India Standard Time,2021-10-21,18:59:51,+0530,1348321755492921346,mojosniper,MojoSniper,,"@MicronCEO In related news, your share price has lagged $IBM, by over 30% in the last six months, and $AMD $NVDA by over 70% in the last 6months, while your insiders dump huge amounts of $mu stock.  Do explain?  Is your CFO even marginally competent? @jlpoppen  https://t.co/j8BoM8Hbao",en,"[{'screen_name': 'jlpoppen', 'name': 'joel poppen', 'id': '38744367'}]",[],"['https://pbs.twimg.com/media/FCOfiUbWQAYMRCx.jpg', 'https://pbs.twimg.com/media/FCOfiUfWYAEXtgi.jpg', 'https://pbs.twimg.com/media/FCOfiUhWUAE9NsJ.jpg']",1,0,0,[],"['ibm', 'amd', 'nvda', 'mu']",https://twitter.com/MojoSniper/status/1451178922977239041,False,,1,https://pbs.twimg.com/media/FCOfiUbWQAYMRCx.jpg,,,,,,,"[{'screen_name': 'MicronCEO', 'name': 'Sanjay Mehrotra', 'id': '858053219976495106'}]",,,,
1451178219793616896,1451178219793616896,2021-10-21 18:57:03 India Standard Time,2021-10-21,18:57:03,+0530,80735782,lancejepsen,Lance Jepsen,,"Stock futures slip as Tesla, IBM earnings weigh  https://t.co/pEOZ427BZ9",en,[],['http://dlvr.it/SB1ln7'],[],0,0,0,[],[],https://twitter.com/lancejepsen/status/1451178219793616896,False,,0,,,,,,,,[],,,,
1451177519709708292,1451177519709708292,2021-10-21 18:54:16 India Standard Time,2021-10-21,18:54:16,+0530,1023950515753775104,jrwlkrt,jrwlkr_trader,,"#watchlist $BIDU $CROX $ROKU $SQ $TWTR $ASAN $BNTX $NUE $LRCX $UNH $AMAT $IBM $NFLX Nothing really strong but several earnings plays, but wait for direction of market/stock. #OptionsTrading #daytrading",en,[],[],[],0,0,0,"['watchlist', 'optionstrading', 'daytrading']","['bidu', 'crox', 'roku', 'sq', 'twtr', 'asan', 'bntx', 'nue', 'lrcx', 'unh', 'amat', 'ibm', 'nflx']",https://twitter.com/JrwlkrT/status/1451177519709708292,False,,0,,,,,,,,[],,,,
1451177436029374469,1450917344855928838,2021-10-21 18:53:56 India Standard Time,2021-10-21,18:53:56,+0530,1146055580987076608,or_fade,TradeOrFade,,"@CNBCnow Poor execution again ?  9 yrs in a row Rometty could not put lipstick on this pig of a stock, Nor can the new regime  Cloud, AI, Software transition  Like listening to the Teacher in Charlie Brown blah blah blah  $IBM  What now ? Oh yeah, stock buybacks Chanos and Druck nailed it",en,[],[],[],0,0,1,[],['ibm'],https://twitter.com/or_fade/status/1451177436029374469,False,,0,,,,,,,,"[{'screen_name': 'CNBCnow', 'name': 'CNBC Now', 'id': '26574283'}]",,,,
1451177352956981255,1451177352956981255,2021-10-21 18:53:37 India Standard Time,2021-10-21,18:53:37,+0530,16439117,mstarmarkets,"Dave Sekera, Morningstar Chief Market Strategist",,"$IBM #stock getting hit this AM, down over 5% following #earnings, and we think it has more downside to reach to our fair value. Here is our take on the weaker than expected earnings on this 2-star rated stock.  https://t.co/5EKDHzXnSB  https://t.co/XDZ36eTRSS",en,[],['http://spr.ly/6019Ju6kJ'],['https://pbs.twimg.com/media/FCOeHLxX0AEznf2.png'],0,0,1,"['stock', 'earnings']",['ibm'],https://twitter.com/MstarMarkets/status/1451177352956981255,False,,1,https://pbs.twimg.com/media/FCOeHLxX0AEznf2.png,,,,,,,[],,,,
1451176102655926279,1451176102655926279,2021-10-21 18:48:39 India Standard Time,2021-10-21,18:48:39,+0530,1070423812548767758,ceo_topcvstudio,SALMAN KHAN,,"Trending FOX BUSINESS News: Stock futures slip as Tesla, IBM earnings weigh U.S. stock futures were modestly lower Thursday as investors sifted through a deluge of earnings reports.  https://t.co/9laI3nIDEF  https://t.co/QipJgtxJZn Stock futures slip as …  https://t.co/9laI3nIDEF",en,[],"['https://ift.tt/3Adx3q9', 'https://ift.tt/3E1Nc3I', 'https://ift.tt/3Adx3q9']",[],0,0,0,[],[],https://twitter.com/Ceo_topcvstudio/status/1451176102655926279,False,,0,,,,,,,,[],,,,
1451175479575261184,1451175479575261184,2021-10-21 18:46:10 India Standard Time,2021-10-21,18:46:10,+0530,1052519189989269504,webnowcompany,webnow🌎,,"Futures lower after Tesla, IBM quarterly resultsReuters Stock market news live updates: Stock futures edge lower after Dow sets intraday recordYahoo Financ...Read more:  https://t.co/KOyByhQi8A",en,[],['https://slashdot.org/firehose.pl?op=view&id=153976771'],[],0,0,0,[],[],https://twitter.com/webnowcompany/status/1451175479575261184,False,,0,,,,,,,,[],,,,
1451175230508961794,1451175230508961794,2021-10-21 18:45:11 India Standard Time,2021-10-21,18:45:11,+0530,1356996927057850369,breslowgroup,Breslow Financial Group,,IBM Earnings Were Fine in the Last Quarter Before Its Kyndryl Spinoff. The Stock Is Falling.  https://t.co/e6NzLWGIpP,en,[],['http://dlvr.it/SB1jWD'],[],0,0,0,[],[],https://twitter.com/BreslowGroup/status/1451175230508961794,False,,0,,,,,,,,[],,,,
1451173803921485831,1451173803921485831,2021-10-21 18:39:31 India Standard Time,2021-10-21,18:39:31,+0530,1913959446,9_breaking_news,9 Breaking News,,IBM stock sell-off would lower the price of the Dow by about 50 points  https://t.co/mG9GCQhqgG,en,[],['https://whatsnew2day.com/ibm-stock-sell-off-would-lower-the-price-of-the-dow-by-about-50-points/'],[],0,0,0,[],[],https://twitter.com/9_breaking_news/status/1451173803921485831,False,,0,,,,,,,,[],,,,
1451173788150743046,1451173788150743046,2021-10-21 18:39:27 India Standard Time,2021-10-21,18:39:27,+0530,1290767371590758400,pessemessy,Advance Society,,NEXT $FB $AAPL $TWTR INCOMING $DWAC $100+  #USA #TRUMP must want 2024 election bid  #stock #stocks #StockMarket #china $Baba $pltr $mrna $pfe $SPY $MRNA $DHR $SOS $NXTP $NVDA $AMD $pdd $nio $wkhs $c $csco $wmt $snap $T $PINS $PYPL $IBM $DHR $sos $nxtp $vlo $siox $va $sbx $snap $f  https://t.co/Mxu14xOTCr,tl,[],[],['https://pbs.twimg.com/media/FCOa3OSUcAcYC7f.png'],0,0,0,"['usa', 'trump', 'stock', 'stocks', 'stockmarket', 'china']","['fb', 'aapl', 'twtr', 'dwac', 'baba', 'pltr', 'mrna', 'pfe', 'spy', 'mrna', 'dhr', 'sos', 'nxtp', 'nvda', 'amd', 'pdd', 'nio', 'wkhs', 'c', 'csco', 'wmt', 'snap', 't', 'pins', 'pypl', 'ibm', 'dhr', 'sos', 'nxtp', 'vlo', 'siox', 'va', 'sbx', 'snap', 'f']",https://twitter.com/PesseMessy/status/1451173788150743046,False,https://twitter.com/gurgavin/status/1451167903487758336,1,https://pbs.twimg.com/media/FCOa3OSUcAcYC7f.png,,,,,,,[],,,,
1451171316321689602,1451171316321689602,2021-10-21 18:29:37 India Standard Time,2021-10-21,18:29:37,+0530,430738001,mkucala,"M Kucala MS,MBA",,"@DeItaone IBM (IBM) Stock Plunges 5% on Sales Miss, Q3 Results Seen as a Setback  https://t.co/oXxjZrMAr2 via @Street_Insider",en,"[{'screen_name': 'street_insider', 'name': 'streetinsider.com', 'id': '84402174'}]",['http://www.streetinsider.com/Analyst+Comments/IBM+%28IBM%29+Stock+Plunges+5%25+on+Sales+Miss%2C+Q3+Results+Seen+as+a+Setback/19086568.html'],[],0,0,0,[],[],https://twitter.com/MKucala/status/1451171316321689602,False,,0,,,,,,,,[],,,,
1451171281882259463,1451171281882259463,2021-10-21 18:29:29 India Standard Time,2021-10-21,18:29:29,+0530,430738001,mkucala,"M Kucala MS,MBA",,"@fintech_review IBM (IBM) Stock Plunges 5% on Sales Miss, Q3 Results Seen as a Setback  https://t.co/oXxjZrMAr2 via @Street_Insider",en,"[{'screen_name': 'street_insider', 'name': 'streetinsider.com', 'id': '84402174'}]",['http://www.streetinsider.com/Analyst+Comments/IBM+%28IBM%29+Stock+Plunges+5%25+on+Sales+Miss%2C+Q3+Results+Seen+as+a+Setback/19086568.html'],[],0,0,0,[],[],https://twitter.com/MKucala/status/1451171281882259463,False,,0,,,,,,,,[],,,,
1451171249632198660,1451171249632198660,2021-10-21 18:29:22 India Standard Time,2021-10-21,18:29:22,+0530,430738001,mkucala,"M Kucala MS,MBA",,"@CathieDWood IBM (IBM) Stock Plunges 5% on Sales Miss, Q3 Results Seen as a Setback  https://t.co/oXxjZrMAr2 via @Street_Insider",en,"[{'screen_name': 'street_insider', 'name': 'streetinsider.com', 'id': '84402174'}]",['http://www.streetinsider.com/Analyst+Comments/IBM+%28IBM%29+Stock+Plunges+5%25+on+Sales+Miss%2C+Q3+Results+Seen+as+a+Setback/19086568.html'],[],0,0,0,[],[],https://twitter.com/MKucala/status/1451171249632198660,False,,0,,,,,,,,[],,,,
1451171210939748356,1451171210939748356,2021-10-21 18:29:12 India Standard Time,2021-10-21,18:29:12,+0530,430738001,mkucala,"M Kucala MS,MBA",,"@ARKInvest IBM (IBM) Stock Plunges 5% on Sales Miss, Q3 Results Seen as a Setback  https://t.co/oXxjZrMAr2 via @Street_Insider",en,"[{'screen_name': 'street_insider', 'name': 'streetinsider.com', 'id': '84402174'}]",['http://www.streetinsider.com/Analyst+Comments/IBM+%28IBM%29+Stock+Plunges+5%25+on+Sales+Miss%2C+Q3+Results+Seen+as+a+Setback/19086568.html'],[],0,0,0,[],[],https://twitter.com/MKucala/status/1451171210939748356,False,,0,,,,,,,,[],,,,
1451171185073561608,1451171185073561608,2021-10-21 18:29:06 India Standard Time,2021-10-21,18:29:06,+0530,430738001,mkucala,"M Kucala MS,MBA",,"@smartREITs IBM (IBM) Stock Plunges 5% on Sales Miss, Q3 Results Seen as a Setback  https://t.co/oXxjZrMAr2 via @Street_Insider",en,"[{'screen_name': 'street_insider', 'name': 'streetinsider.com', 'id': '84402174'}]",['http://www.streetinsider.com/Analyst+Comments/IBM+%28IBM%29+Stock+Plunges+5%25+on+Sales+Miss%2C+Q3+Results+Seen+as+a+Setback/19086568.html'],[],0,0,0,[],[],https://twitter.com/MKucala/status/1451171185073561608,False,,0,,,,,,,,[],,,,
1451171133592641543,1451171133592641543,2021-10-21 18:28:54 India Standard Time,2021-10-21,18:28:54,+0530,430738001,mkucala,"M Kucala MS,MBA",,"@jimcramer IBM (IBM) Stock Plunges 5% on Sales Miss, Q3 Results Seen as a Setback  https://t.co/oXxjZrMAr2 via @Street_Insider",en,"[{'screen_name': 'street_insider', 'name': 'streetinsider.com', 'id': '84402174'}]",['http://www.streetinsider.com/Analyst+Comments/IBM+%28IBM%29+Stock+Plunges+5%25+on+Sales+Miss%2C+Q3+Results+Seen+as+a+Setback/19086568.html'],[],0,0,0,[],[],https://twitter.com/MKucala/status/1451171133592641543,False,,0,,,,,,,,[],,,,
1451171094623309832,1451171094623309832,2021-10-21 18:28:45 India Standard Time,2021-10-21,18:28:45,+0530,430738001,mkucala,"M Kucala MS,MBA",,"@ray4tesla IBM (IBM) Stock Plunges 5% on Sales Miss, Q3 Results Seen as a Setback  https://t.co/oXxjZrMAr2 via @Street_Insider",en,"[{'screen_name': 'street_insider', 'name': 'streetinsider.com', 'id': '84402174'}]",['http://www.streetinsider.com/Analyst+Comments/IBM+%28IBM%29+Stock+Plunges+5%25+on+Sales+Miss%2C+Q3+Results+Seen+as+a+Setback/19086568.html'],[],0,0,0,[],[],https://twitter.com/MKucala/status/1451171094623309832,False,,0,,,,,,,,[],,,,
1451171068228550662,1451171068228550662,2021-10-21 18:28:38 India Standard Time,2021-10-21,18:28:38,+0530,430738001,mkucala,"M Kucala MS,MBA",,"@zerohedge IBM (IBM) Stock Plunges 5% on Sales Miss, Q3 Results Seen as a Setback  https://t.co/oXxjZrMAr2 via @Street_Insider",en,"[{'screen_name': 'street_insider', 'name': 'streetinsider.com', 'id': '84402174'}]",['http://www.streetinsider.com/Analyst+Comments/IBM+%28IBM%29+Stock+Plunges+5%25+on+Sales+Miss%2C+Q3+Results+Seen+as+a+Setback/19086568.html'],[],0,0,0,[],[],https://twitter.com/MKucala/status/1451171068228550662,False,,0,,,,,,,,[],,,,
1451170106961235973,1451170106961235973,2021-10-21 18:24:49 India Standard Time,2021-10-21,18:24:49,+0530,1919373924,orbexfx,Orbex,,Today's #stock opportunities: #TSLA 01:40 #IBM 03:15  #orbex_fx #stockmarket #stock #stockmarkets #stockinvesting #stockmarketinvesting #stocktrader #stockbroker #investing #trading #money #forex #finance #forextrader #forextrading #stocks #Tesla  https://t.co/JNmXEQcxHf,en,[],['https://www.orbex.com/blog/en/2021/10/stockwatch-tesla-reports-record-revenues'],[],0,0,0,"['stock', 'tsla', 'ibm', 'orbex_fx', 'stockmarket', 'stock', 'stockmarkets', 'stockinvesting', 'stockmarketinvesting', 'stocktrader', 'stockbroker', 'investing', 'trading', 'money', 'forex', 'finance', 'forextrader', 'forextrading', 'stocks', 'tesla']",[],https://twitter.com/OrbexFX/status/1451170106961235973,False,,0,,,,,,,,[],,,,
1451169631788437513,1451169631788437513,2021-10-21 18:22:56 India Standard Time,2021-10-21,18:22:56,+0530,1079120511756468225,tobbystweet,Tobby Olumba,,"Tesla, Pinterest, IBM, Intel: What to Watch When the Stock Market Opens Today - The Wall Street Journal  https://t.co/LYHjhxFLpD",en,[],['https://apple.news/A7yWVK-YPR2KAMwM7DjaEJg'],[],0,0,0,[],[],https://twitter.com/tobbystweet/status/1451169631788437513,False,,0,,,,,,,,[],,,,
1451168325854130187,1451168325854130187,2021-10-21 18:17:44 India Standard Time,2021-10-21,18:17:44,+0530,966726223,ajtrader7,TheRealAj,,Today's Market Sentiment  IMO Feel the market will simply small pop at the open for Mid/Large Cap stock small pullback then set up for slow grind SIDEWAYS  $BTC DOWN TODAY  Stocks I'm going to play $HX $DWAC $JRJC $CROX $IBM  See you in #ACT Will be writing my opinions down on 12  https://t.co/LSG6X0o6tg,en,[],[],['https://pbs.twimg.com/media/FCOV5R_VQAI7_mX.jpg'],1,2,14,['act'],"['btc', 'hx', 'dwac', 'jrjc', 'crox', 'ibm']",https://twitter.com/AjTrader7/status/1451168325854130187,False,,1,https://pbs.twimg.com/media/FCOV5R_VQAI7_mX.jpg,,,,,,,[],,,,
1451168088251150336,1451168088251150336,2021-10-21 18:16:48 India Standard Time,2021-10-21,18:16:48,+0530,258522781,rustyram78,Dapper Dividends,,Is IBM A Stock To Buy? Dividend Cut Coming?  https://t.co/uvdUqoOwun,en,[],['https://youtu.be/-rwS1tgLdzA'],[],0,0,2,[],[],https://twitter.com/Rustyram78/status/1451168088251150336,False,,0,,,,,,,,[],,,,
1451167365073448972,1451167365073448972,2021-10-21 18:13:55 India Standard Time,2021-10-21,18:13:55,+0530,1189920723864883205,kariscasm,Karima ALAMI,,"""Stock futures slip as Tesla, IBM earnings weigh"" via FOX BIZ  https://t.co/jlk9xyxkS2",en,[],['https://ift.tt/3E6sKyF'],[],0,0,0,[],[],https://twitter.com/kariscasm/status/1451167365073448972,False,,0,,,,,,,,[],,,,
1451167091436896257,1451145763438972936,2021-10-21 18:12:50 India Standard Time,2021-10-21,18:12:50,+0530,16339695,runlevel__5,Trung Lê,,@mpc7500v2 @vikingslibre So tempting. The stock IBM HSF is super noisy.,en,[],[],[],0,0,0,[],[],https://twitter.com/runlevel__5/status/1451167091436896257,False,,0,,,,,,,,"[{'screen_name': 'mpc7500v2', 'name': 'MPC7500', 'id': '997464057715322880'}, {'screen_name': 'vikingslibre', 'name': 'Vikings', 'id': '4524451942'}]",,,,
1451166550078148609,1451163693182562306,2021-10-21 18:10:41 India Standard Time,2021-10-21,18:10:41,+0530,1131266647577243650,chicago_quantum,Chicago Quantum | US Advanced Computing Infra Inc.,,$IBM: Did you know IBM has bought back $169.4B of their own stock? (source: earnings release last night)    This is strange as their market capitalization is only $127.2B according to Yahoo Finance.  It cost $1.84B to split Kyndryl TTM (where I worked).  https://t.co/XSHaLydZTM,en,[],[],['https://pbs.twimg.com/media/FCOT40fXMAY4MeE.png'],0,0,0,[],['ibm'],https://twitter.com/chicago_quantum/status/1451166550078148609,False,,1,https://pbs.twimg.com/media/FCOT40fXMAY4MeE.png,,,,,,,[],,,,
1451166276047577091,1451148011858452482,2021-10-21 18:09:36 India Standard Time,2021-10-21,18:09:36,+0530,1307113919044096003,allintraders1,Blitz Trading📱📈💰🤑,,@jlebenthal @stephenLweiss @jlebenthal give up jim lol $ibm has been disappointing for several years. Actually the stock at this point is just about 9% away from its 1999 price! the stock essentially hasn’t moved in 22 years wtf hahhaa,en,[],[],[],0,0,1,[],['ibm'],https://twitter.com/ALLINTRADERS1/status/1451166276047577091,False,,0,,,,,,,,"[{'screen_name': 'jlebenthal', 'name': 'Jim Lebenthal', 'id': '54903435'}, {'screen_name': 'stephenLweiss', 'name': 'Stephen L. Weiss', 'id': '282245814'}]",,,,
1451165968244355080,1451165968244355080,2021-10-21 18:08:22 India Standard Time,2021-10-21,18:08:22,+0530,1439365539428716548,biznews_daily,Business News Daily,,"""Stock futures slip as Tesla, IBM earnings weigh"" #biznews #businessnews #businesstalk U.S. stock futures were modestly lower Thursday as investors sifted through a deluge of earnings reports.  https://t.co/0325SQucbH",en,[],[],['https://pbs.twimg.com/media/FCOTweKWQBMRI-Z.jpg'],0,0,0,"['biznews', 'businessnews', 'businesstalk']",[],https://twitter.com/biznews_daily/status/1451165968244355080,False,,1,https://pbs.twimg.com/media/FCOTweKWQBMRI-Z.jpg,,,,,,,[],,,,
1451165244286513161,1451165244286513161,2021-10-21 18:05:30 India Standard Time,2021-10-21,18:05:30,+0530,3316713321,valenzuelapost,ValenzuelaPost,,"Earnings Results: IBM stock drops after revenue miss, in-line earnings  https://t.co/zwCTiyAyWJ",en,[],['https://www.marketwatch.com/news/story.asp?guid=%7B20C05575-04D4-B545-76E5-D6118D6237A2%7D&siteid=rss&rss=1'],[],0,0,0,[],[],https://twitter.com/ValenzuelaPost/status/1451165244286513161,False,,0,,,,,,,,[],,,,
